,video_url,comment_author,publish_time,comment_text,up_vote
0,https://www.youtube.com/watch?v=82CKSANW-dM,Lin Tina,2周前,看完發現最有問題的是父母，應該把家長抓去訓練營才是,127
1,https://www.youtube.com/watch?v=82CKSANW-dM,alessio xu,2周前,早恋也送进去，我看这父母也得进去,95
2,https://www.youtube.com/watch?v=82CKSANW-dM,怎麼了,1周前（修改过）,有些人老了會怪兒女不孝沒人回來看他，為什麼不想想自己年輕的時候，要把兒女弄得都想逃離這個家。,43
3,https://www.youtube.com/watch?v=82CKSANW-dM,王月,2周前,孩子很大一部分原因来自于父母，纪录片和讲解太好了,69
4,https://www.youtube.com/watch?v=82CKSANW-dM,林帛諺,1周前,我覺得把父母送進去徹底改造還比較好,22
5,https://www.youtube.com/watch?v=82CKSANW-dM,你沒朋友可是我有,1周前,我放棄跟父母溝通了，他們總是認為是我的問題,18
6,https://www.youtube.com/watch?v=82CKSANW-dM,K K,6天前,不是所有人都有資格為人父母，能生不代表你有資格和素質,11
7,https://www.youtube.com/watch?v=82CKSANW-dM,万里狂沙qq,2天前,最后一句话说的好，成年后就搬出去自己住吧，毕竟主权在自己手里，父母这条道指望不上了，但是最后的一条道别把自己的人生耽误和毁了,8
8,https://www.youtube.com/watch?v=82CKSANW-dM,Leo 0809,1周前,我也是问题少年，永远在争吵，母亲天天问亲戚借钱，我19岁就出去了，现在30岁，饿死也不会回原生家庭的，怕成为和他们一样的人,18
9,https://www.youtube.com/watch?v=82CKSANW-dM,萌喵老師,1天前,亞洲父母窒息又扭曲的愛,1
10,https://www.youtube.com/watch?v=82CKSANW-dM,今天今天,2周前,父母生病了�,11
11,https://www.youtube.com/watch?v=82CKSANW-dM,Teng Zhang,6天前,孩子的问题都来源于父母,5
12,https://www.youtube.com/watch?v=82CKSANW-dM,韓雨辰,1天前,"下棋可以下到讓父母買新房
還讀什麼書阿....",2
13,https://www.youtube.com/watch?v=82CKSANW-dM,cha rm,1天前,"""他叫家明，是一名15歲的高中生""
他的名字讓我好出戲",0
14,https://www.youtube.com/watch?v=82CKSANW-dM,mou Mou,1周前,有些是父母親扭曲的愛！��,8
15,https://www.youtube.com/watch?v=82CKSANW-dM,抬棺少年團,1天前,兒子應該有樣學樣毆打父親才對啊這傢伙有病,2
16,https://www.youtube.com/watch?v=82CKSANW-dM,洪霆霆,3天前,一個腳色的成長。。在於操控的人。。但人常常歸咎於腳色問題。。沒人會反省自己,1
17,https://www.youtube.com/watch?v=82CKSANW-dM,Cici_June Lime,1天前,大人要是承担不起做家长的责任，就不要结婚，就不要发生关系,0
18,https://www.youtube.com/watch?v=82CKSANW-dM,ivy Lin,1周前,"下棋就能赚钱，不应该好好培养吗
那么聪明",22
19,https://www.youtube.com/watch?v=82CKSANW-dM,王岩,1周前,简单来说就是父母的思想太古板,5
20,https://www.youtube.com/watch?v=82CKSANW-dM,eileenstacie,23小时前,泽清是不是被耽误的棋神啊？,1
21,https://www.youtube.com/watch?v=82CKSANW-dM,C kamo,1周前,"當年我15歲時念台中的嶺東高職，那學期交了10萬新台幣(25000人民幣)，
比軍事化還變態的管理讓我想休學，休學可以拿回三分之二的學費，但嶺東這個像開妓院的學店說一年級不能辦休學只能辦退學，退學就全部拿不回來了，於是老子動手把班導師打到鼻血直噴，總教官被我找人打到送醫院，校長臉上讓我踢了好幾腳還吐口水，因為未滿18歲無法判我刑，我碩士畢業後在路上碰到那三顆花的國家米蟲教官，警告他不要給我出現在台中市，不然老子砍他全家，嚇得他連夜搬家，現在想起來真是爽!!!!",9
22,https://www.youtube.com/watch?v=82CKSANW-dM,LEE Rachel,1天前,感覺都是父母的問題欸....,0
23,https://www.youtube.com/watch?v=82CKSANW-dM,糖小软软的布丁,5天前,爸爸妈妈也有很多问题不然孩子不会这样,2
24,https://www.youtube.com/watch?v=82CKSANW-dM,yi dong,1周前,幸福的人用童年治愈一生，不幸的人用一生治愈童年,7
25,https://www.youtube.com/watch?v=82CKSANW-dM,Karla Huang,1周前,18岁早恋？？？？,5
26,https://www.youtube.com/watch?v=82CKSANW-dM,老楊,2天前,這就是無腦不戴套的下場，沒預想過給孩子怎麼樣的教育，就只知道既然生了，那就養吧，既然養了，隨便養吧==,0
27,https://www.youtube.com/watch?v=82CKSANW-dM,Keith James,2周前,这学校出来，没有暴力倾向的也有了,16
28,https://www.youtube.com/watch?v=82CKSANW-dM,BRO EXIT,1天前,哈哈哈 這是笑片嗎？,0
29,https://www.youtube.com/watch?v=82CKSANW-dM,a5130463,9小时前,家明是一個被父母壓力迫害的可憐孩子  看他的反應就是一直得不到尊重跟訴說,0
30,https://www.youtube.com/watch?v=82CKSANW-dM,GOD THE,2周前,自己不管。都推给别人,6
31,https://www.youtube.com/watch?v=82CKSANW-dM,WeiWen WWE,1天前,计划生育的时候怎么不让家长考个准生证呢？像考驾照那样最好,0
32,https://www.youtube.com/watch?v=82CKSANW-dM,Zachary G,3天前,我家庭也是一樣有問題，父親天天喝酒喝完酒砸東西,0
33,https://www.youtube.com/watch?v=82CKSANW-dM,xiaodong yang,1周前,还是吧父母送进学校好好学习才是正道,1
34,https://www.youtube.com/watch?v=82CKSANW-dM,大米,6天前,下军旗比父母挣得多为什么还上学？直接培养成职业不就行了,10
35,https://www.youtube.com/watch?v=82CKSANW-dM,Yi Lucas,15小时前,看着这帮无能又爱哭的父母气就不打一处来，只会生又不会养，生下来又受罪迅速搞得家破人亡，真实的自作孽。,0
36,https://www.youtube.com/watch?v=82CKSANW-dM,Cry baby,1周前,想知道紀錄片名,3
37,https://www.youtube.com/watch?v=82CKSANW-dM,ert klo0,2周前（修改过）,劳改所，骗钱的吧，这样子出来还是那样啊。明明就是爹妈有问题啊,9
38,https://www.youtube.com/watch?v=82CKSANW-dM,王國偉,1天前（修改过）,所以..還是以暴制暴...就是好的方式嗎？,0
39,https://www.youtube.com/watch?v=82CKSANW-dM,L N,1周前,我觉得这些父母都很有问题����自己不检讨反而把孩子送去特殊学校这些家长可以送去养老院了啦���,5
0,https://www.youtube.com/watch?v=0BzklUtTrjU,徐雪美,1天前,不是事實，不要亂報導,0
1,https://www.youtube.com/watch?v=0BzklUtTrjU,林宜靜,3天前,亂發 消息造謠,0
0,https://www.youtube.com/watch?v=kncc3jNKDz0,David,3个月前,小學生真的很天真.. 家有家暴 就會問 是不是每個小朋友都有家暴，家有 沒用的大人 就會問 大家是不是都很沒用 ， 我小學時從國外轉來台灣學校，上黑板時被同學發現用左手寫字， 真的有同學問老師 是不是 外國人都用左手寫字,1
1,https://www.youtube.com/watch?v=kncc3jNKDz0,賴育嫻,9个月前,那人有一個洽北北,3
2,https://www.youtube.com/watch?v=kncc3jNKDz0,Sarah lin,2个月前,哈喽,0
3,https://www.youtube.com/watch?v=kncc3jNKDz0,李健瑜,8个月前,林清國一,2
4,https://www.youtube.com/watch?v=kncc3jNKDz0,林柋融健康國小,1个月前,是我們學校學校ㄟ,0
5,https://www.youtube.com/watch?v=kncc3jNKDz0,Sarah lin,2个月前,M是0721lilo1110,0
6,https://www.youtube.com/watch?v=kncc3jNKDz0,小桃子,3个月前,哈喽,0
7,https://www.youtube.com/watch?v=kncc3jNKDz0,David,3个月前,上 警方 推薦的 課 要不要 繳學費？,0
8,https://www.youtube.com/watch?v=kncc3jNKDz0,Sarah lin,2个月前,g是0721lilo gma,0
9,https://www.youtube.com/watch?v=kncc3jNKDz0,小桃子,2个月前,在吗,0
0,https://www.youtube.com/watch?v=-8yHo2q4aoo,Fan Yun,2年前,哇靠，鼻子真的是被修补过的，奔溃，世界上怎么还有这样的男人，那么严重的事不该去坐牢吗,205
1,https://www.youtube.com/watch?v=-8yHo2q4aoo,dora lo,2年前,"世上沒有只得一次的家暴；這是千真萬確的事實！
女性如果選擇容忍家暴，等於放棄自己生命！三思！",185
2,https://www.youtube.com/watch?v=-8yHo2q4aoo,ㄤㄤㄤ,2年前,"我只想對家暴的人說
你  們  死  一  百  次  也  不  夠。",214
3,https://www.youtube.com/watch?v=-8yHo2q4aoo,Tainadian LC,2年前,忍受家暴不是美德，請所有受苦受難者趕緊清醒過來吧！,80
4,https://www.youtube.com/watch?v=-8yHo2q4aoo,a Apple,2年前,没有娘家人的支持 不敢离吧。女的家里人 太无情。见女儿在火坑里也不救她。这样的家庭能活下来就不错了,76
5,https://www.youtube.com/watch?v=-8yHo2q4aoo,mona LAO,2年前,男人打老婆就和嫖娼一樣一樣的，有第一次接下來就是N 多次，所以絕不能容忍這種行為！,28
6,https://www.youtube.com/watch?v=-8yHo2q4aoo,Wei Zhang,2年前,会家暴的男人很愚蠢，他们不担心打出来的仇恨在他们睡着時，女人会手起刀落。结束一切。,134
7,https://www.youtube.com/watch?v=-8yHo2q4aoo,Cry baby,2年前,鼻子被咬掉...�一定痛死了，希望她現在活得快樂,73
8,https://www.youtube.com/watch?v=-8yHo2q4aoo,淡談,2年前,"天, 鼻子咬下來要有多大的力氣，怎麼可以那麼狠���",45
9,https://www.youtube.com/watch?v=-8yHo2q4aoo,邓琴,2年前,家暴男真心可怕，不要容忍,53
10,https://www.youtube.com/watch?v=-8yHo2q4aoo,快樂GiGi,2年前,女人很让人心痛！愿你早日过上平静的生活,102
11,https://www.youtube.com/watch?v=-8yHo2q4aoo,Liping Chen,2年前,我也是一个被家暴的人，老公经常在言语上对我精神伤害，无中生有，但是我是有底线的，只要他对我动一下手，我是肯定要离婚的，所以我是净身出户的，孩子都是我来养,9
12,https://www.youtube.com/watch?v=-8yHo2q4aoo,kA YaN CheNg,2年前,種種不幸，黑暗曰子過去了，今天能站出來表態！幸福會慢慢降臨的！加油吧！,38
13,https://www.youtube.com/watch?v=-8yHo2q4aoo,mdm Wong,2年前,很多时候 女人 就是最伟大 为了孩子 为了家庭 默默的 忍受 到头来 伤害 的 是自己,30
14,https://www.youtube.com/watch?v=-8yHo2q4aoo,qian wen,2年前,这个女人挺善良的，在这里说这些也很有勇气。我是个家暴家庭中的女儿，真的痛恨我的原生家庭，对父母爱不起来，甚至充满怨和恨。以我的家庭为耻,17
15,https://www.youtube.com/watch?v=-8yHo2q4aoo,W W,2年前,女人的软弱 不仅害了自己 还有孩子 无知,26
16,https://www.youtube.com/watch?v=-8yHo2q4aoo,pramana,2年前,社會傳統文化灌輸女性太多一定要結婚人生才有價值的扭曲觀念，導致許多女性對男性有錯誤的期待，無法好好善待自己和家人。社會要停止稱呼獨身女子為剩女，甚至鼓勵女性獨立靠自己，如此才能斷絕渣男的存活空間和幫助女性自我價值的建立。,75
17,https://www.youtube.com/watch?v=-8yHo2q4aoo,简在莫斯科,2年前,家暴 男人 大多男还伴随着聊骚 出轨情绪 。管账 脾气大 藐视女方父母,3
18,https://www.youtube.com/watch?v=-8yHo2q4aoo,Ken Y,2年前,應該第一次打 就去報警,10
19,https://www.youtube.com/watch?v=-8yHo2q4aoo,yunzhong li,2年前,TMD敢打老婆，有种就出去打男人？我都是被老婆打，我不做家务被打，不带小孩也打，工资不上交更打......。但是我乐意被打�，因为出手不重，而且晚上睡觉的时候她都听我的�,29
0,https://www.youtube.com/watch?v=s7kM4_UdpHM,Emily,2年前,政府鼓勵生小孩；卻無法保障父母的品質啊！,358
1,https://www.youtube.com/watch?v=s7kM4_UdpHM,彭琳霖,2年前,最好請所有店家看到他，直接給他食物加到最辣，辣到不能吃為止,177
2,https://www.youtube.com/watch?v=s7kM4_UdpHM,雅典娜,2年前,"一日渣男，終身渣男
一日家暴，終身家暴
不要以為妳可以改變這個男人什麼，其實..什麼..都沒有",147
3,https://www.youtube.com/watch?v=s7kM4_UdpHM,Kayan Cheung,1年前,"若是我是這男孩 
將來我會殺掉這個獸父",63
4,https://www.youtube.com/watch?v=s7kM4_UdpHM,劉依華,2年前,"寫功課不可以發呆？
那我跟我妹妹應該要被打死了 ……
我們不止發呆，寫功課還邊喝飲料，邊聽音樂。
請問這樣要打幾下？要用什麼打？要打哪裡？
好在這孩子的功課還不錯，要不然在“恨鐵不成鋼”的教育之下，這孩子應該變成沙包了 ……",145
5,https://www.youtube.com/watch?v=s7kM4_UdpHM,鄭怡芳,2年前,我真的要氣死了,101
6,https://www.youtube.com/watch?v=s7kM4_UdpHM,張然千,2个月前,我真的很想知道這肉圓哥現在怎麼了？！�,18
7,https://www.youtube.com/watch?v=s7kM4_UdpHM,Cat nip,2年前,"真的火大
換我打你看看 你會不會求饒 ！！！！！！！！！！！！！",32
8,https://www.youtube.com/watch?v=s7kM4_UdpHM,Derek,2年前（修改过）,"人渣父親 把小孩打得都不想活了
心靈也被打到重病了�
一輩子的傷痛....",24
9,https://www.youtube.com/watch?v=s7kM4_UdpHM,小佑,11个月前,只有我到現在才發現我小時候好像也被家暴嗎,7
10,https://www.youtube.com/watch?v=s7kM4_UdpHM,Food,2年前,已不再是什麼辣椒問題 家暴欸 心裡變態,19
11,https://www.youtube.com/watch?v=s7kM4_UdpHM,War Star,2年前,應該要去問問這位父親 [家暴者] 的父親 是否以前也是這樣對待自己的小孩.........,40
12,https://www.youtube.com/watch?v=s7kM4_UdpHM,黃楷,2年前,給他鞭刑快點修法,20
13,https://www.youtube.com/watch?v=s7kM4_UdpHM,彭琳霖,2年前,台灣ㄉ法律永遠都只會保護壞人，希望這位被家暴ㄉ小孩快快長大，讓他爸嚐嚐被至親傷害ㄉ痛楚，ㄧ棒ㄧ棒ㄉ打回去，一拳一拳ㄉ揍扁他,34
14,https://www.youtube.com/watch?v=s7kM4_UdpHM,嗯嗯嗯嗯,2年前,好變態喔 把小孩當出氣桶,14
15,https://www.youtube.com/watch?v=s7kM4_UdpHM,曹惠雯,2年前,"我爸也常常像這樣起肖
但是他還不到那麼激烈的手段
但一樣還是讓我怕他怕得要死
幫他買東西如果沒了你還要自己分辨要不要買個類似替代的東西回去
我親人都支持他離婚
但我媽也是會怕
這麼多年過去了我爸個性也好一些了
但我常常看到人群心臟就不舒服
尤其是『漠視、冷漠』的眼神
直到現在我已經看了十幾年的心理醫生
甚至是催眠了
也搬出去那個家了
我還是沒有好
更何況是那麼嚴重的小孩
希望這位媽媽可以比我媽媽有勇氣
我小時後很討厭我媽那麼沒勇氣⋯⋯
直到前年比較肯跟她講心理話才講開",19
16,https://www.youtube.com/watch?v=s7kM4_UdpHM,布拉格之春,2年前,女人如果沒有足夠的錢，沒有房產千萬不要結婚，結婚有了小孩男方就難免家暴，因為父係社會影響太深了，再100年恐怕也一樣，台灣惡婆婆佔百分之八十以上,23
17,https://www.youtube.com/watch?v=s7kM4_UdpHM,馬納多,2年前,只要小孩一唉出來我肯定全身軟掉 他怎還打的下去,16
18,https://www.youtube.com/watch?v=s7kM4_UdpHM,Greenvegan L,2年前（修改过）,"小時候的我也是被這樣打大的,那時我的母親總是告訴我別人的父母打得更兇.長大後的我想起對我體罰極嚴厲的母親常常還是會發抖和生氣.",34
19,https://www.youtube.com/watch?v=s7kM4_UdpHM,ThePhyllistan,2年前,我也是母親，看這影片，我哭了！絕不原諒！,5
0,https://www.youtube.com/watch?v=c4vBU3rX3Cg,ᚨᛉ0ᚨᛉ009 ᛁᛟᚷ,4年前,女的動手就可以男的動手就被圍毆.....,96
1,https://www.youtube.com/watch?v=c4vBU3rX3Cg,飄帆,4年前,男性也會是受害者，他們亦會被傷害，保護不應分性別,112
2,https://www.youtube.com/watch?v=c4vBU3rX3Cg,月初,10个月前,我觉得大多数人都认为是男的出轨了女的才这样暴打，所以当男生还击时，他们觉得他出轨了还要打人。,14
3,https://www.youtube.com/watch?v=c4vBU3rX3Cg,郭柏,4年前,男生一定不能流淚嗎？男生也可以阿！,18
4,https://www.youtube.com/watch?v=c4vBU3rX3Cg,CX,10个月前,这世界上一定就会有一些不公平的地方，就比如说女生先动手，我们男生却无法还手。如果我们还手了，旁边男生就看你不爽他就把你围殴。,5
5,https://www.youtube.com/watch?v=c4vBU3rX3Cg,jisoo_blink,4年前,那個黑人白木欸，也不想想男生的立場，報警，笨蛋。,11
6,https://www.youtube.com/watch?v=c4vBU3rX3Cg,leong jingyi,4年前,男的很可怜,17
7,https://www.youtube.com/watch?v=c4vBU3rX3Cg,郭泓逸,4年前,可能男生打的太逼真.......,44
8,https://www.youtube.com/watch?v=c4vBU3rX3Cg,謝安琪,9个月前（修改过）,"天啊～ 最後的黑人超帥呀～ 少女心噴發��

因為女的都說看到簡訊了 
男的也沒有說他可以提出手機證據反駁
說自己沒有 又說對不起
讓人感覺心虛 覺得真的出軌吧
讓人看來就是渣男 而女的也不是無來由的打

何況男的不是只是推開女的
前面幾次推打女生 
到女的都躺在地上了 還繼續
所以才被人阻止",2
9,https://www.youtube.com/watch?v=c4vBU3rX3Cg,無名,4年前,可悲的社會價值觀,6
10,https://www.youtube.com/watch?v=c4vBU3rX3Cg,雲P,4年前,正太因為無法反擊 所以才會瀕臨絕種,4
11,https://www.youtube.com/watch?v=c4vBU3rX3Cg,黃娜娜,4年前,從來沒有平等過，別告訴我不公平,1
12,https://www.youtube.com/watch?v=c4vBU3rX3Cg,名字什么的不用写了,4年前,为什么女生打男生就可以!,27
13,https://www.youtube.com/watch?v=c4vBU3rX3Cg,唔冥氏,4年前,說好的男女平等呢？ 分明是重女輕男啊,2
14,https://www.youtube.com/watch?v=c4vBU3rX3Cg,Froggie,8个月前,刻板印象+ 女生被打到地上 男生看起來只是女生一時生氣,0
15,https://www.youtube.com/watch?v=c4vBU3rX3Cg,張淑瑶,9个月前,我…我是女的…告辭（溜了溜了）,0
16,https://www.youtube.com/watch?v=c4vBU3rX3Cg,ROCKDARK 666,4年前,男人就是永遠被踩在底層 女人明明過的很爽 在這個社會站優勢 然後我猜又有很多女人有意見了 但到目前位置 我聽過女人講的永遠只有“我們女生明明很辛苦 要承擔月經 還要生小孩 男人要嗎”,5
17,https://www.youtube.com/watch?v=c4vBU3rX3Cg,D ROSE,10个月前,性別不平等是真的 當下看到真的是那種反應,0
18,https://www.youtube.com/watch?v=c4vBU3rX3Cg,戚秦氏犯婦,4年前,女生打男生沒事 男生打女生=ㄟ你幹嘛,0
19,https://www.youtube.com/watch?v=c4vBU3rX3Cg,1234 n,1个月前,性別對調這部影片的觀看數一定提升10倍以上呵呵,0
20,https://www.youtube.com/watch?v=c4vBU3rX3Cg,仔域,4年前,最後那個黑人87,16
21,https://www.youtube.com/watch?v=c4vBU3rX3Cg,還在睡,4年前,這次只有兩次場景，我猜他應該不想拍了(媽的我打她有錯? 她打我沒錯? 我覺得他應該是這樣覺得很不公平 所以就不拍了吧。,2
22,https://www.youtube.com/watch?v=c4vBU3rX3Cg,麥考貝,4年前,所以男女根本沒平等過絕對不是沒保護女權而是太保護女權...,24
23,https://www.youtube.com/watch?v=c4vBU3rX3Cg,Care Bears,4年前,女生的特殊好處？！！！,0
24,https://www.youtube.com/watch?v=c4vBU3rX3Cg,大哥魔,4年前,街頭上都有些是華人耶@@,0
25,https://www.youtube.com/watch?v=c4vBU3rX3Cg,紅茶冰,4年前,你拍的影片很好看,1
26,https://www.youtube.com/watch?v=c4vBU3rX3Cg,民族救星,10个月前,為什麼外國亞裔都很神似，特別美,0
27,https://www.youtube.com/watch?v=c4vBU3rX3Cg,sa love,4年前,我也覺得公平點，不要動力！,0
28,https://www.youtube.com/watch?v=c4vBU3rX3Cg,lady log,3年前,女生打男生是不对的 但是男生打女生伤害值真的大很多啊,14
29,https://www.youtube.com/watch?v=c4vBU3rX3Cg,Taiwan is my country氣魄原在,4年前,"這幾個人的廣告費應該賺死了
原版的點閱率每部都破千萬",0
30,https://www.youtube.com/watch?v=c4vBU3rX3Cg,The Joker,4年前,太多狗公....沒辦法,5
31,https://www.youtube.com/watch?v=c4vBU3rX3Cg,༺ஜʚ我是电脑人17ɞஜ༻,10个月前,第2个时候 真的太恶心了,1
32,https://www.youtube.com/watch?v=c4vBU3rX3Cg,Runbo Z,4年前,发觉这些片子里行为最过激的都是黑人…,1
33,https://www.youtube.com/watch?v=c4vBU3rX3Cg,逆天行,4年前,"这妹子我喜欢,是我的菜",1
34,https://www.youtube.com/watch?v=c4vBU3rX3Cg,cAT Cake,4年前,女生動手人人無罪，男生動手就有罪，什麼道理,2
35,https://www.youtube.com/watch?v=c4vBU3rX3Cg,Ow W,4年前,嗯,0
36,https://www.youtube.com/watch?v=c4vBU3rX3Cg,Just Relax tw,1年前,性別刻板印象而且聽內容以為男生劈腿大家會以為是家務事不想理也會覺得女生力氣小沒辦法家暴男生⋯⋯只能說性別平等還有很長的路要走,0
37,https://www.youtube.com/watch?v=c4vBU3rX3Cg,N Nnnnhh,4年前,就跟在學校女生只需要跑四百公尺男生就要跑八百是一樣的意思��,10
38,https://www.youtube.com/watch?v=c4vBU3rX3Cg,Anson,1年前,看留言十個有九個是 男的打女的就是不對～～～,0
39,https://www.youtube.com/watch?v=c4vBU3rX3Cg,陳佳弘,4年前,這些人真的很87  男生就錯了嗎？ 難道就只有男生可以被打 女生就不行嗎？,0
0,https://www.youtube.com/watch?v=MpTncvDQt_I,cl0udii_ds,11个月前（修改过）,6:46 報咩警呀！x2,6
1,https://www.youtube.com/watch?v=MpTncvDQt_I,Chrissy Tam 52669629,2年前,其實那女人也有手有腳，也可以外出上班，為何非要阿明自己工作？,15
2,https://www.youtube.com/watch?v=MpTncvDQt_I,Maria Wong,2年前,"第一個案：一個好眉好貌的女人，為什麼會嫁一個那麼樣子的男人?
第二個案：那老婆真的需要輔導，尋找出她的暴力行為的來源（從原身家庭學習到還是她有精神病）。",11
3,https://www.youtube.com/watch?v=MpTncvDQt_I,Edward Lee,3年前,有病就睇醫生啦,11
4,https://www.youtube.com/watch?v=MpTncvDQt_I,一周,3年前（修改过）,有時金錢真係可以毀咗頭家。,9
5,https://www.youtube.com/watch?v=MpTncvDQt_I,Yip Ho Chan,3年前,好在這位僱主不介意 否則……唉,4
6,https://www.youtube.com/watch?v=MpTncvDQt_I,Hisense,8个月前,6:47,4
7,https://www.youtube.com/watch?v=MpTncvDQt_I,春櫻草莓,2年前,入精神病院仲要做一件緊啲嘅安全衣,1
8,https://www.youtube.com/watch?v=MpTncvDQt_I,HK_PS 9822,4年前,貪錢,20
9,https://www.youtube.com/watch?v=MpTncvDQt_I,Shu Pui Fong,9个月前,公歷2014年5月23日（二零一四年五月二十三日）農曆日期：農曆2014年4月25日,0
10,https://www.youtube.com/watch?v=MpTncvDQt_I,Michael Lam,3年前,Wawa!,2
11,https://www.youtube.com/watch?v=MpTncvDQt_I,勞家康,3个月前,12:32 打明哥,0
12,https://www.youtube.com/watch?v=MpTncvDQt_I,I am are grim Reaper. Lai,1年前,他们真是很贪钱�，但是为了钱而毁了家就冲突。,0
13,https://www.youtube.com/watch?v=MpTncvDQt_I,ying chan,1年前,我大個老公一定唔會咁樣對我,0
14,https://www.youtube.com/watch?v=MpTncvDQt_I,拘束吸血鬼骑王,3天前,没人不喜欢钱的，我就喜欢，除了产生一种的欲望之外，但个女的有手有脚还不干。,0
15,https://www.youtube.com/watch?v=MpTncvDQt_I,方偉臨,9个月前,��™•~2014年3月28日,0
16,https://www.youtube.com/watch?v=MpTncvDQt_I,勞家康,11个月前,2:41,1
17,https://www.youtube.com/watch?v=MpTncvDQt_I,Liu Ricky,2年前,12:28,0
18,https://www.youtube.com/watch?v=MpTncvDQt_I,Hisense,5个月前,1:05,0
19,https://www.youtube.com/watch?v=MpTncvDQt_I,Jkyo Tki,1年前,如果我老婆咁樣講嘢法，我一早就星佢幾巴,9
20,https://www.youtube.com/watch?v=MpTncvDQt_I,勞家康,7个月前,12:18,1
21,https://www.youtube.com/watch?v=MpTncvDQt_I,勞家康,1年前,6:49,0
22,https://www.youtube.com/watch?v=MpTncvDQt_I,陳奧之,1天前（修改过）,6:01,0
23,https://www.youtube.com/watch?v=MpTncvDQt_I,一周,5个月前,真心想问一句，怕老婆真係会发达？,0
24,https://www.youtube.com/watch?v=MpTncvDQt_I,Hisense,8个月前,4:20,1
25,https://www.youtube.com/watch?v=MpTncvDQt_I,凱文哥kevin zhou,2个月前,12:17為什麼那個女的被打到就這麼驚訝？,1
26,https://www.youtube.com/watch?v=MpTncvDQt_I,屯門巿廣場,2年前,係個女人打子明咁子明還手好正常,22
27,https://www.youtube.com/watch?v=MpTncvDQt_I,mingna Wang,7个月前,4，4.10,0
28,https://www.youtube.com/watch?v=MpTncvDQt_I,Tsz Chung Lam,4个月前,歐陽震華,0
29,https://www.youtube.com/watch?v=MpTncvDQt_I,C Cheung,2年前,夫婦是一家人，為可會令家庭破碎，互不信任，有几点，一賭，二金钱，三子女教導和其他，家大家都有份的，何必一时衝動去破壞他。,0
30,https://www.youtube.com/watch?v=MpTncvDQt_I,av m,9个月前,什么叫性暴力,0
31,https://www.youtube.com/watch?v=MpTncvDQt_I,Ryu Li,3年前,夜龍,1
32,https://www.youtube.com/watch?v=MpTncvDQt_I,勞家康,1个月前,12:32,0
33,https://www.youtube.com/watch?v=MpTncvDQt_I,Hisense,8个月前,4:21,0
34,https://www.youtube.com/watch?v=MpTncvDQt_I,陳奧之,1天前,6:40,0
35,https://www.youtube.com/watch?v=MpTncvDQt_I,方偉臨,9个月前,贪钱���2006™•~1,0
36,https://www.youtube.com/watch?v=MpTncvDQt_I,Chui April,3年前,L......,0
37,https://www.youtube.com/watch?v=MpTncvDQt_I,褚襄烈 Stephen Chu,2年前,"家庭是個影印機。

女人生錯了世界嗎？男人們被她們生，喝她們奶，被她們教，養。從青春期起，他們享受她們的青春美麗，人生充滿希望。婚後，還是被她們養，洗衣，因著她們的身體，得了人生最大快樂－性的滿足與生之激情。然後，不高興時，揍她們一頓？哦，這在中國還算個好男人，這可不，夫妻總有打打鬧鬧？小事一樁！

嘆啊！女人生錯了世界嗎？

多數女人不知道，也沒有想過，她們所喜歡，羨慕，丈夫的身體比他們強壯，是因為雄性荷爾蒙的關係。

男人的雄性荷爾蒙是女性的10到100倍，因著它，男人的體型平均比女性大20%，他們在運動後所留下的骨質和肌肉強度，平均比女性多25%。然後，他們的怒氣與犯罪機率，也可能是女性的20倍。看看是誰在婚姻暴力，偷搶強暴殺，監獄關的95%是男人，尤其是單身和離婚的。

在交友婚家上，女人要特別小心，不要交友不慎，邀災入門！

有關夫妻暴力的事情，應該要報警，這是西方的做法。為什麼？因為有第一次，以後再發的機率是70%到90，同樣的人嘛，同樣的暴力，脾氣，人沒改變！第一次得逞， 未受處罰，難道不會增加第二第三次的機率？可惜的是，中國的法治，對這事情的了解，還遠得很。

第一次抱起重摔，屁股痛痛爬起來，以為警察勸合算了，第二次會不會骨頭斷，沒關係，接上，上帝會幫她長好；第三次半身不遂， 或者脖子摔斷，腦漿迸裂？ 所以問題沒有解決。

西方的報警被關並不是要他上報紙身敗名裂 不 只是要透過 這種懲罰 要讓男人小心，有人比那個管不住自己的暴男更大，更強勢，有絕對權柄，包括主要在強迫去上12次的 怒氣控制課程。 當男人生氣還能說出話時，他的腦袋就能夠被整理出該與不該的理性。

問題不會只在夫妻間，孩子會受到影響，有樣學樣。因為家庭是個影印機，好的壞的都可能出現在下一代。

歡迎網搜楚霸婚教　（我主修婚姻與家庭諮商。），得著認識男女，交友，婚家經營智慧。",0
0,https://www.youtube.com/watch?v=f-bTe7K77_g,王翊昕,2年前,郝弈俊一邊笑一邊哭著說這不能播的時候，那個勉強的笑看得讓人很心疼,376
1,https://www.youtube.com/watch?v=f-bTe7K77_g,suki chow,2年前,女主持說得很對 ，當一個人受過嚴重傷害就會選擇逃避導致記憶有點朦糊，有些人更嚴重的甚至會出現多重人格來保護自己。,236
2,https://www.youtube.com/watch?v=f-bTe7K77_g,鹿鹿Luna,2年前,"郝奕俊…感覺心痛
篠崎泫出來真的嚇到我了",155
3,https://www.youtube.com/watch?v=f-bTe7K77_g,R T.M.T. S,2年前,郝益菌不要哭 要堅強 要勇敢對抗家暴 加油 加油,127
